GT,Result
435345 908244 3752 843384 886630 779712 871066 619829 701919 87578 ,68247 73581 77004 77588 77660 78092 78324 79309 79508 79874 ,843384 701919 4009 180955 569837 374617 398306 403035 390777 756694 ,77588 79508 80450 81909 82847 82937 83377 83632 83764 84038 
833054 517238 560219 826670 808402 931691 844161 353631 190506 751816 ,58464 61274 61494 63126 64908 67716 68294 68422 68910 68998 ,833054 931691 844161 704226 749062 167962 543208 577847 496679 544906 ,58464 67716 68294 72736 74293 74573 75090 75721 75929 76287 
402106 800216 46826 307615 249336 783477 287172 227186 947879 250875 ,36458 50003 50499 51069 51476 56583 56783 58333 58410 58839 ,402106 800216 46826 307615 783477 227186 947879 250875 386115 25271 ,36458 50003 50499 51069 56583 58333 58410 58839 59400 60945 
123985 832999 855554 546767 885741 81001 768705 994263 889896 801041 ,36107 36743 38019 39632 39790 42181 42781 43074 43139 43254 ,123985 855554 81001 768705 889896 852240 443513 889094 502128 190642 ,36107 38019 42181 42781 43139 43386 43463 43715 44114 44707 
748397 748193 175336 716433 112586 107281 368246 340288 175407 953387 ,47367 48151 48199 52559 53980 54643 57046 57968 58065 58065 ,748193 107281 340288 108257 279356 279095 355111 495828 30116 748799 ,48151 54643 57968 61320 61829 62409 62451 62846 63010 63101 
187470 67875 220473 896005 27746 943689 669622 947299 515025 682308 ,64458 65771 65771 70631 70788 71743 72031 73168 73421 73467 ,187470 67875 682308 1097 884645 187569 220026 893231 207170 1239 ,64458 65771 73467 75708 76301 77282 77723 78218 79182 82658 
982379 59540 511412 595673 872343 667973 670041 16210 170274 439684 ,51327 55786 55874 55969 58215 58851 59344 60058 60756 61264 ,598020 248825 3530 400754 911890 20834 71505 16155 835235 929695 ,63647 63994 66853 68099 68751 68952 71517 73285 74794 74882 
618842 569178 107468 476215 762217 5447 543133 5868 108097 51349 ,26030 27011 27041 29348 29873 30258 30959 31587 31681 32069 ,569178 5868 258846 235792 570259 55254 995722 262980 3109 429332 ,27011 31587 33161 33211 34120 35529 35754 37204 38574 38660 
134502 281770 354520 389095 79518 161628 301855 464810 322356 324214 ,62004 62226 62247 62927 63162 65254 66298 70833 71007 71316 ,322356 361724 500344 516659 104898 329181 25615 106146 58845 12614 ,71007 71744 72335 72529 77088 79639 79734 80466 80905 81905 
177646 581962 514230 291945 612270 732351 746863 883543 171008 521119 ,47096 53960 57290 59017 59029 59218 59389 59582 59591 59966 ,514230 291945 732351 883543 171008 521119 771950 364724 514893 573146 ,57290 59017 59218 59582 59591 59966 60509 61045 61197 62343 
180396 209723 930391 941307 703585 692150 176721 85883 17178 679952 ,72528 78302 78712 82653 83257 83273 83689 86784 86845 87214 ,813929 64151 197149 919306 19329 226060 285719 270670 883960 932431 ,89497 90776 94617 98890 100882 101107 102755 103317 104520 104633 
291972 437003 11 167994 30245 788491 293725 92279 518414 549165 ,79991 85840 114524 118075 120864 128694 144069 147036 160890 191122 ,291972 437003 11 167994 30245 788491 293725 92279 518414 549165 ,79991 85840 114524 118075 120864 128694 144069 147036 160890 191122 
563997 923810 670225 857201 49919 798973 756088 563093 635998 706804 ,40498 42702 49876 51014 51969 52500 52503 52879 54536 54669 ,798973 866210 923905 20868 840954 844223 193619 194729 933009 223487 ,52500 56773 57349 61109 62053 63987 64508 64942 65877 66094 
274940 197552 872157 974413 546870 496679 545320 791365 202614 324744 ,55426 56150 60290 62012 62690 63159 64031 64963 65258 66175 ,274940 197552 496679 791365 202614 877195 857843 221538 838808 274019 ,55426 56150 63159 64963 65258 66210 66314 66784 67159 68440 
10309 57401 88691 878604 799506 510477 504044 408139 295019 624612 ,80121 80232 85521 87622 88207 88492 92193 93730 94124 94623 ,10309 57401 799506 510477 504044 408139 295019 624612 449912 123834 ,80121 80232 88207 88492 92193 93730 94124 94623 94973 95203 
409722 969865 93482 237312 806593 504852 800731 823579 465105 682423 ,46813 47413 49719 51024 51905 52299 52750 52916 53394 54562 ,409722 93482 806593 823579 465105 81743 72070 370610 43941 523734 ,46813 49719 51905 52916 53394 56323 57773 58051 58433 59900 
844703 561762 957847 810938 704144 989185 585827 480763 206634 339048 ,52372 55099 55992 59981 61985 67104 69666 70157 71806 72365 ,585827 206634 728685 60361 17394 679382 496969 158263 961501 268262 ,69666 71806 74088 74979 75051 75369 76073 76386 76569 76935 
516149 886365 210397 892868 393303 34239 129331 466181 220716 117819 ,77467 79188 88777 102351 107734 109217 114149 115167 118091 120838 ,516149 886365 210397 892868 393303 34239 129331 466181 220716 117819 ,77467 79188 88777 102351 107734 109217 114149 115167 118091 120838 
709366 833722 704992 331902 480426 271548 805557 62961 124185 520177 ,62061 62264 66628 68183 69480 71128 74176 77670 78083 78213 ,709366 833722 704992 480426 271548 62961 124185 520177 895123 589093 ,62061 62264 66628 69480 71128 77670 78083 78213 79243 79415 
921304 905999 14576 206975 876201 664793 868889 888599 125251 190506 ,41080 41865 44015 44703 45425 45867 48852 49500 49642 49897 ,921304 905999 206975 876201 664793 868889 888599 190506 963684 946969 ,41080 41865 44703 45425 45867 48852 49500 49897 50037 50452 
