GT,Result
435974 826176 671882 646045 322554 490300 58457 451501 893899 811321 ,-0.43388 -0.407559 -0.382242 -0.38196 -0.377523 -0.375817 -0.371976 -0.366658 -0.365556 -0.36187 ,435345 908244 3752 843384 886630 779712 619829 701919 87578 4009 ,68247 73581 77004 77588 77660 78092 79309 79508 79874 80450 
413755 845267 677012 223491 619656 503698 890851 275882 380655 952112 ,-0.311534 -0.305786 -0.292092 -0.290359 -0.279597 -0.276559 -0.276173 -0.267187 -0.262409 -0.259947 ,833054 517238 560219 826670 808402 931691 844161 353631 190506 751816 ,58464 61274 61494 63126 64908 67716 68294 68422 68910 68998 
414491 30466 742221 554870 911677 168062 501456 416441 122732 597526 ,-0.277023 -0.247011 -0.204149 -0.201355 -0.189367 -0.183924 -0.182866 -0.179179 -0.168715 -0.167747 ,402106 800216 46826 307615 249336 783477 287172 227186 947879 250875 ,36458 50003 50499 51069 51476 56583 56783 58333 58410 58839 
230396 506577 842271 889296 226459 984764 882966 911607 253540 491553 ,-0.385294 -0.383989 -0.371011 -0.36961 -0.351874 -0.349429 -0.342268 -0.340203 -0.339681 -0.337848 ,123985 832999 855554 546767 885741 81001 768705 994263 889896 801041 ,36107 36743 38019 39632 39790 42181 42781 43074 43139 43254 
30245 376277 688953 503782 529783 326875 237971 521967 105156 960697 ,-0.393329 -0.372316 -0.370266 -0.366121 -0.362365 -0.35813 -0.355637 -0.343339 -0.340371 -0.34005 ,748397 748193 716433 112586 107281 368246 340288 175407 953387 491554 ,47367 48151 52559 53980 54643 57046 57968 58065 58065 58390 
62879 646045 476785 500558 128847 671258 107713 130138 588387 955938 ,-0.338144 -0.318562 -0.317749 -0.307545 -0.303047 -0.295206 -0.294287 -0.293585 -0.291361 -0.284835 ,187470 67875 220473 896005 27746 943689 669622 947299 515025 682308 ,64458 65771 65771 70631 70788 71743 72031 73168 73421 73467 
450451 905442 260325 478377 318800 719587 4450 842584 12992 846515 ,-0.36033 -0.351537 -0.342108 -0.328676 -0.320946 -0.320022 -0.313524 -0.304278 -0.300343 -0.299352 ,982379 59540 511412 595673 872343 667973 670041 16210 170274 439684 ,51327 55786 55874 55969 58215 58851 59344 60058 60756 61264 
255657 649410 995525 647897 410239 573497 733895 468999 134430 552605 ,-0.493081 -0.477102 -0.472578 -0.461743 -0.461356 -0.460186 -0.459902 -0.459448 -0.459157 -0.459069 ,618842 569178 107468 476215 762217 5447 543133 5868 108097 51349 ,26030 27011 27041 29348 29873 30258 30959 31587 31681 32069 
698478 528918 391872 545390 68416 675330 285636 94440 181023 351913 ,-0.412945 -0.308885 -0.26838 -0.261206 -0.24908 -0.24676 -0.241388 -0.239461 -0.239188 -0.23649 ,134502 281770 354520 389095 79518 161628 301855 464810 322356 324214 ,62004 62226 62247 62927 63162 65254 66298 70833 71007 71316 
581962 612270 372961 243245 78085 364002 9013 578799 280991 227945 ,-0.492282 -0.486582 -0.482442 -0.479696 -0.478599 -0.477555 -0.475347 -0.474452 -0.473715 -0.473195 ,177646 581962 514230 291945 612270 732351 746863 883543 171008 521119 ,47096 53960 57290 59017 59029 59218 59389 59582 59591 59966 
